0.26693514,0.64719141,0.76194846,0.559779,0.74532558,0.75260515,0.76454632,0.77648749,0.759631675,0.17164039,0.17361771,0.17712402,0.18029533,0.16697247
0.26641935,0.63366494,0.77462131,0.55508364,0.75605897,0.74532558,0.75260515,0.76454632,0.79885674,0.16697247,0.17164039,0.17361771,0.17712402,0.16367888
0.26590356,0.65401213,0.77442026,0.55176194,0.76679367,0.75605897,0.74532558,0.75260515,0.836227955,0.16367888,0.16697247,0.17164039,0.17361771,0.1602487
0.26538841,0.67228673,0.77399669,0.54843996,0.76124364,0.76679367,0.75605897,0.74532558,0.813842285,0.1602487,0.16367888,0.16697247,0.17164039,0.1582424
0.26347663,0.63933733,0.76210002,0.54511799,0.75324913,0.76124364,0.76679367,0.75605897,0.800088575,0.1582424,0.1602487,0.16367888,0.16697247,0.1570443
0.25270868,0.66221558,0.77037209,0.54179601,0.74525461,0.75324913,0.76124364,0.76679367,0.80108305,0.1570443,0.1582424,0.1602487,0.16367888,0.15479179
0.24194074,0.65263973,0.75952555,0.53847403,0.72511523,0.74525461,0.75324913,0.76124364,0.794875205,0.15479179,0.1570443,0.1582424,0.1602487,0.1547679
0.23117215,0.62835812,0.73648,0.53515206,0.70319636,0.72511523,0.74525461,0.75324913,0.758407645,0.1547679,0.15479179,0.1570443,0.1582424,0.15598922
0.22040421,0.64368891,0.6771766,0.53183008,0.68127749,0.70319636,0.72511523,0.74525461,0.724278865,0.15598922,0.1547679,0.15479179,0.1570443,0.15584463
0.20963626,0.62204892,0.54615287,0.52850811,0.68163628,0.68127749,0.70319636,0.72511523,0.7115843,0.15584463,0.15598922,0.1547679,0.15479179,0.15703897
0.20081381,0.62629731,0.39974908,0.52518641,0.68525832,0.68163628,0.68127749,0.70319636,0.733325595,0.15703897,0.15584463,0.15598922,0.1547679,0.15915777
0.2046412,0.66604385,0.41583856,0.52186443,0.69710881,0.68525832,0.68163628,0.68127749,0.78078069,0.15915777,0.15703897,0.15584463,0.15598922,0.16383627
0.20846859,0.64667252,0.39353121,0.51854245,0.71016445,0.69710881,0.68525832,0.68163628,0.80490237,0.16383627,0.15915777,0.15703897,0.15584463,0.16700677
0.21229597,0.64348843,0.40741532,0.51522048,0.72322009,0.71016445,0.69710881,0.68525832,0.778582755,0.16700677,0.16383627,0.15915777,0.15703897,0.17250859
0.16221304,0.64801691,0.40327008,0.5118985,0.73032224,0.72322009,0.71016445,0.69710881,0.78187552,0.17250859,0.16700677,0.16383627,0.15915777,0.17834621
0.23296755,0.65005561,0.42117666,0.50857652,0.72738229,0.73032224,0.72322009,0.71016445,0.79248791,0.17834621,0.17250859,0.16700677,0.16383627,0.18713385
0.23410343,0.66856017,0.42502993,0.50525455,0.72444102,0.72738229,0.73032224,0.72322009,0.765772185,0.18713385,0.17834621,0.17250859,0.16700677,0.19605279
0.23523995,0.63906609,0.43341403,0.50193257,0.72150107,0.72444102,0.72738229,0.73032224,0.7704019,0.19605279,0.18713385,0.17834621,0.17250859,0.20504501
0.23637582,0.66292315,0.42831267,0.5016748,0.71879111,0.72150107,0.72444102,0.72738229,0.76425988,0.20504501,0.19605279,0.18713385,0.17834621,0.20952408
0.23751234,0.63818162,0.39763885,0.50487964,0.71698929,0.71879111,0.72150107,0.72444102,0.74189441,0.20952408,0.20504501,0.19605279,0.18713385,0.21723898
0.23864822,0.6449198,0.42705382,0.50808447,0.71518878,0.71698929,0.71879111,0.72150107,0.774777255,0.21723898,0.20952408,0.20504501,0.19605279,0.22518005
0.23978473,0.66890363,0.41247871,0.51128958,0.71338696,0.71518878,0.71698929,0.71879111,0.79092645,0.22518005,0.21723898,0.20952408,0.20504501,0.23545468
0.24092061,0.65813818,0.34141101,0.51449442,0.71158514,0.71338696,0.71518878,0.71698929,0.760182015,0.23545468,0.22518005,0.21723898,0.20952408,0.2410065
0.24205712,0.63964394,0.41901848,0.51769925,0.70714302,0.71158514,0.71338696,0.71518878,0.806687635,0.2410065,0.23545468,0.22518005,0.21723898,0.24419737
0.243193,0.68228859,0.36660515,0.52090408,0.69927073,0.70714302,0.71158514,0.71338696,0.76589129,0.24419737,0.2410065,0.23545468,0.22518005,0.24873731
0.24432951,0.62778027,0.26455133,0.52662278,0.68626766,0.69927073,0.70714302,0.71158514,0.738225125,0.24873731,0.24419737,0.2410065,0.23545468,0.2509001
0.072806216,0.64301672,0.29756288,0.53518217,0.70917746,0.68626766,0.69927073,0.70714302,0.78681293,0.2509001,0.24873731,0.24419737,0.2410065,0.24885268
0.13205885,0.64728575,0.14761046,0.54374157,0.70422278,0.70917746,0.68626766,0.69927073,0.780661245,0.24885268,0.2509001,0.24873731,0.24419737,0.25192147
0.14003798,0.66483066,0.20091353,0.55230124,0.73735078,0.70422278,0.70917746,0.68626766,0.81698818,0.25192147,0.24885268,0.2509001,0.24873731,0.25753295
0.13542133,0.66495153,0.22386432,0.55197965,0.73233565,0.73735078,0.70422278,0.70917746,0.827975315,0.25753295,0.25192147,0.24885268,0.2509001,0.2642149
0.13080404,0.66648461,0.28040409,0.54943788,0.72732052,0.73233565,0.73735078,0.70422278,0.813235655,0.2642149,0.25753295,0.25192147,0.24885268,0.27009967
0.11080979,0.66414962,0.34874576,0.54689612,0.72095566,0.72732052,0.73233565,0.73735078,0.767423165,0.27009967,0.2642149,0.25753295,0.25192147,0.27675261
0.055404897,0.63762441,0.272861,0.54435408,0.68125121,0.72095566,0.72732052,0.73233565,0.737787645,0.27675261,0.27009967,0.2642149,0.25753295,0.27988109
0,0.6335588,0.1971842,0.54181231,0.68607446,0.68125121,0.72095566,0.72732052,0.73151118,0.27988109,0.27675261,0.27009967,0.2642149,0.28342946
0.13930087,0.66977336,0.18724697,0.53927055,0.72239212,0.68607446,0.68125121,0.72095566,0.783818825,0.28342946,0.27988109,0.27675261,0.27009967,0.28342662
0.17076456,0.65955038,0.24262266,0.56177207,0.72995688,0.72239212,0.68607446,0.68125121,0.812141495,0.28342662,0.28342946,0.27988109,0.27675261,0.28338823
0.17422689,0.65439688,0.1971278,0.58048692,0.70346578,0.72995688,0.72239212,0.68607446,0.76666298,0.28338823,0.28342662,0.28342946,0.27988109,0.28115132
0.23931155,1,0.15495442,0.64098867,0.70011053,0.70346578,0.72995688,0.72239212,0.79700028,0.28115132,0.28338823,0.28342662,0.28342946,0.28221239
0.25363087,0.61136159,0.14293497,0.73706352,0.79000706,0.70011053,0.70346578,0.72995688,0.81139116,0.28221239,0.28115132,0.28338823,0.28342662,0.28340843
0.25257576,0.64498613,0.43699105,0.7934581,0.89216149,0.79000706,0.70011053,0.70346578,0.9668597,0.28340843,0.28221239,0.28115132,0.28338823,0.2853386
0.20330562,0.72413575,0.51493961,0.61462228,0.76079023,0.89216149,0.79000706,0.70011053,0.858842175,0.2853386,0.28340843,0.28221239,0.28115132,0.28649487
0.152228,0.6965934,0.48741732,0.58807244,0.75623245,0.76079023,0.89216149,0.79000706,0.7484168,0.28649487,0.2853386,0.28340843,0.28221239,0.29006141
0.10114974,0.68844597,0.49600285,0.5916345,0.77190474,0.75623245,0.76079023,0.89216149,0.76274511,0.29006141,0.28649487,0.2853386,0.28340843,0.2932166
0.10050485,0.69330317,0.52540324,0.59519684,0.77490514,0.77190474,0.75623245,0.76079023,0.773124525,0.2932166,0.29006141,0.28649487,0.2853386,0.29326265
0.10174885,0.67161158,0.49135423,0.5987589,0.74906196,0.77490514,0.77190474,0.75623245,0.73400419,0.29326265,0.2932166,0.29006141,0.28649487,0.29561323
0.10299284,0.65591816,0.44570819,0.60232096,0.73128426,0.74906196,0.77490514,0.77190474,0.731480785,0.29561323,0.29326265,0.2932166,0.29006141,0.29998999
0.10423747,0.68171074,0.43076398,0.60588303,0.69823905,0.73128426,0.74906196,0.77490514,0.735591305,0.29998999,0.29561323,0.29326265,0.2932166,0.30900097
0.10548147,0.67461583,0.42316411,0.60944536,0.68981873,0.69823905,0.73128426,0.74906196,0.73627672,0.30900097,0.29998999,0.29561323,0.29326265,0.31687329
0.10672547,0.65071749,0.31313172,0.61300743,0.70847697,0.68981873,0.69823905,0.73128426,0.74906742,0.31687329,0.30900097,0.29998999,0.29561323,0.32588654
0.1101102,0.69013088,0.41214759,0.62106952,0.75420983,0.70847697,0.68981873,0.69823905,0.82663195,0.32588654,0.31687329,0.30900097,0.29998999,0.3368248
0.11591425,0.70153463,0.46630243,0.62927334,0.73609832,0.75420983,0.70847697,0.68981873,0.81000041,0.3368248,0.32588654,0.31687329,0.30900097,0.35037181
0.12171766,0.70462437,0.50627964,0.63747717,0.72341854,0.73609832,0.75420983,0.70847697,0.780516555,0.35037181,0.3368248,0.32588654,0.31687329,0.3605767
0.1275217,0.68383346,0.50906206,0.64568099,0.71989901,0.72341854,0.73609832,0.75420983,0.75994125,0.3605767,0.35037181,0.3368248,0.32588654,0.37391642
0.13332574,0.66354818,0.49126905,0.65388481,0.71637948,0.71989901,0.72341854,0.73609832,0.776730525,0.37391642,0.3605767,0.35037181,0.3368248,0.38616043
0.13912915,0.63794576,0.46667153,0.66208863,0.71644782,0.71637948,0.71989901,0.72341854,0.794158505,0.38616043,0.37391642,0.3605767,0.35037181,0.38494393
0.1449332,0.68562599,0.51568701,0.67029246,0.7253163,0.71644782,0.71637948,0.71989901,0.792556765,0.38494393,0.38616043,0.37391642,0.3605767,0.37502575
0.15073724,0.66313543,0.50233314,0.65847629,0.72328975,0.7253163,0.71644782,0.71637948,0.78497197,0.37502575,0.38494393,0.38616043,0.37391642,0.37623976
0.15654065,0.69129838,0.55634563,0.64174208,0.73589329,0.72328975,0.7253163,0.71644782,0.80491971,0.37623976,0.37502575,0.38494393,0.38616043,0.37386699
0.16234469,0.70345687,0.62908846,0.62500787,0.74335291,0.73589329,0.72328975,0.7253163,0.801599385,0.37386699,0.37623976,0.37502575,0.38494393,0.36953167
0.16814874,0.69534335,0.64085276,0.60827367,0.73093336,0.74335291,0.73589329,0.72328975,0.79037644,0.36953167,0.37386699,0.37623976,0.37502575,0.36717936
0.17395214,0.68347968,0.66350082,0.59153918,0.71851512,0.73093336,0.74335291,0.73589329,0.771302065,0.36717936,0.36953167,0.37386699,0.37623976,0.36712708
0.18243307,0.67722943,0.60404587,0.57480497,0.70609557,0.71851512,0.73093336,0.74335291,0.766604215,0.36712708,0.36717936,0.36953167,0.37386699,0.36611456
0.19244482,0.66177924,0.61659556,0.5599735,0.71942457,0.70609557,0.71851512,0.73093336,0.77298449,0.36611456,0.36712708,0.36717936,0.36953167,0.36842767
0.20245721,0.68257162,0.6032225,0.54729258,0.72140645,0.71942457,0.70609557,0.71851512,0.806799275,0.36842767,0.36611456,0.36712708,0.36717936,0.36838279
0.21246896,0.71709832,0.6164536,0.53461166,0.72015266,0.72140645,0.71942457,0.70609557,0.784256105,0.36838279,0.36842767,0.36611456,0.36712708,0.37156343
0.22248135,0.71252562,0.61028292,0.52193074,0.71889888,0.72015266,0.72140645,0.71942457,0.791415495,0.37156343,0.36838279,0.36842767,0.36611456,0.37385847
0.23249311,0.67067257,0.63102871,0.50924981,0.7176451,0.71889888,0.72015266,0.72140645,0.81279684,0.37385847,0.37156343,0.36838279,0.36842767,0.37942336
0.24250549,0.7054027,0.59885012,0.49656889,0.72545693,0.7176451,0.71889888,0.72015266,0.80238231,0.37942336,0.37385847,0.37156343,0.36838279,0.38285354
0.25251725,0.70588621,0.62877615,0.48388797,0.75852054,0.72545693,0.7176451,0.71889888,0.81065807,0.38285354,0.37942336,0.37385847,0.37156343,0.38382118
0.3217492,0.72522806,0.69315252,0.47120733,0.77100449,0.75852054,0.72545693,0.7176451,0.842203545,0.38382118,0.38285354,0.37942336,0.37385847,0.3837791
